Gene_name,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth
Gene66,32755.45063,348080.0327,7102.388773,248829.3459,287851.3409,1702.089474,10404.52673,96253.45688,24906.61637,46302.66694,28592.44587,836.426711,140947.841,137546.986,2436.697831,12465.54493,12685.7631,307179.5748,34124.85956,136801.9083,9468.714262,75416.88221,3185.265263,28071.88561,525864.9632,51494.60229,41630.69961,26880.63566,3420.350427,28550.46851,121649.2302,303141.7182,106537.8835,33681.88583,82850.76346,94230.57105,158397.1009,390363.6046,15060.68237,8155.333336,288665.7241,19530.05457,26619.33263,106373.7347,111132.4187,198430.8265,81310.44404,26433.27508,38983.05149,79915.43371,39234.73999,11025.64251,98419.42548,26362.19258,59856.35961,308601.7298,35450.54617,534166.271,61757.40002,56894.6421,58806.53365,341557.3786,10691.74697,15096.75671,37758.62191,56994.25793,120876.6238,86277.80216,60638.09936,1574.179386,5382.703293,239266.3511,90649.70205,99629.77434,75590.98875,27896.23442,42098.24835,139702.4577,2818.66945,30873.08453,975952.777,7535059.271,1542934.39,1001981.772,2204400.007,755745.3111,1277828.979,994090.6601,8520265.398,6026300.39,863092.1466,8751267.576,559754.3236,45380104.81,10512136.22,3032898.698,2696751.36,4278555.636,1222775.381,1899185.571,19104711.38,65241946.93,10441897.3,15089762.83,12747244.11,2255519.631,1206987.715,3524672.702,8122984.913,5904381.659,690521.1908,320907.2235,4516574.698,5059673.328,706667.0991,4195936.094,16189634.34,19408492.72,1761553.192,6432365.339,3580161.28,2253867.486,5410599.413,4780833.611,6102274.944,8896322.47,662914.6915,1725474.543,3299853.52,10717456.66,2304578.664,4753010.989,25960085.47,4938242.168,772621.505,137775650.1,399016227.7,685320.2292,1263415.169,309162.1645,13030011.93,1363218.423,1223060.386,1496436.82,14412430.34,38841203.9,7810818.512,842373.7367,74445221.52,3263895.908,926276.9305,1054231.218,2733817.778,3443992.961,4840836.682,2262041.914,768349.7837,698889994.1,15285482.12,10186016.95,551018.8289,3881109.515,1649246.365,78876066.53,11420950.95,6226076.997,67745242.18,21889391.08,5544497.52,1147986.337,2519141.061,56740603.37,4910873.079,2543098.203,28323784.11,17816736.79,2262971.197,7480680.99,1092885.451,920893.2837,1939931.868,3540273.157,181725.0916,1046620.85,4401291.127,820237.4441,193276.9446,1633418.401,7717840.925,129263.5365,372368.9023,1932743.244
Gene67,18942990.59,4866209.744,133571635.7,3204871.289,10879876.83,208916.3749,49615637.3,999515.608,4779984.994,1885792.41,2836146.415,12935282.33,598212199.8,13129419.01,1626031.521,4025944.947,32497347.63,7859648.482,2790129.511,97246331.66,7122666.068,12849848.42,4006953.741,1054677.224,98143856.21,4722791.501,4043015.741,2162757.471,38642850.36,85344639.84,299117.7099,83140785.81,2803950.035,1060294.762,56625.83162,8009141.203,6440827.177,22763750.1,40870.76705,5566219.273,101526.0694,1360405.323,40748.36609,963969.5794,47993372.43,46148031.32,37552535.44,5095449.384,12134932.73,27340622.11,1891916.661,55225352.6,269366.4173,4791380.178,361723.5234,542873.0152,5433974.759,367542.6309,2492364.007,269226.5529,10859644.42,8146286.09,597009.3517,55130.89137,3628948.185,14665652.7,1565569.244,813513.0893,8859495.578,10346013.45,2393083.189,11570449.09,4471586.11,1157004.691,5438751.513,496026.0567,18913970.71,2001660.337,5408214.795,1075519.435,443303491.8,9564570.515,189252744.4,90468068.06,79945777.33,1490890159,7578942.299,70948895.52,597424745.9,100527875.3,115792764.3,708529344.9,151279400.2,13366925.31,998988663,65733841.23,20048447.15,3256715220,527137056,26187184.84,110964023.7,4506004988,77489227.09,51026381.6,468268998.3,1246977843,222023046.3,641629942.8,1910428486,48012907.96,1011574849,62291910.41,49902196.74,3927309266,162844047.6,163930735.1,7478220.084,14743114.3,307806895.3,179313870.7,27879546.54,75709614.36,2084360588,102195655.3,150548471.7,82677653.08,1054607759,3126993.96,60550555.29,99405625.7,10115292.16,312708888.8,356376476.8,2087274466,3945869463,2205882835,569348618.3,39372843.6,22270388.58,1361231011,1139476082,55470703.87,32124309.42,36782129.89,389196776,20923372.89,13826886.62,26223549.04,544087304,1532504833,43593356.29,20924502.78,828173552.7,12328190589,422444023.9,70171208.16,67025124.21,1969487372,15585043.57,536161306.8,1669727689,107461992,1027808862,239347811,1601854319,206101068,98698833.9,2154393220,757418338.1,61599770.02,241756849.8,509660722.6,1319865030,299947574.1,875265897.4,217270818.8,13961042.17,331870298,57209027.91,101629905.7,729264686.8,31233940.74,25104726.77,61097799.97,1107743386,432402673.5,1083830497,764293428.1,4085409576,1876995822,40019691.82,2127304636
Gene68,7643096.003,2685901.016,526755.7891,625811.1257,539198.4153,4749275.04,5565337.101,125195195.3,11193441.11,416235.9686,8455309.424,129255.4697,4515338.283,26431816.87,12193948.85,5621814.444,2227201.826,14321262.94,995456.2434,1311786.603,856980.872,9752805.691,4710639.086,184398358,10109103.47,414783.9986,1922649.232,4929415.066,2930897.933,7036599.765,12034871.79,936634.0946,11643777.2,1858926.244,9019660.885,12581196.04,2939733.304,7837989.861,7547183.653,39127295.43,2250061.992,315661.5957,5461493.153,737733.9206,1945876.048,766650.0809,360632.0718,2017940.503,2135948.217,841339.9164,535231.3668,838694.6747,110335452.4,44764062.73,1373656.913,3349441.517,1455797.631,1473285.125,597319.1714,1319467.761,57236203.79,14993686.17,2110547.031,10146646.16,317464.2892,573685.0503,3045130.176,1653508.991,2839548.222,5847363.476,305465.8598,2947132.255,5922395.202,449471.39,22540955.95,284601.8297,320787.2605,9973484.948,213273.0288,5042910.096,2644381.234,174578800.8,88338593.22,488626732.2,1669155696,994875571.4,10333699.53,146453656.5,491994517.2,698869401.5,386926357.3,671855295.6,629265356.9,13749698.93,6006146531,15593668.28,19280497.59,366697743.5,65322117.96,57367925.88,19861265.97,980189701.8,1470077994,1718635232,36891360.55,1430887.353,9891090.181,1887785697,158303085.5,1037644468,965022415.9,139221565.1,2909291975,8976709.585,126182453,1024464264,40171822.86,560792989.4,11327678.84,36568654.66,129275803.6,38785659.17,32193093.25,228382026,890809323.2,31980550.45,648724983.1,118884210.6,14804628.25,160121637.8,7097426115,7629994422,8166415.812,158681240.5,752937129.8,16701794575,160723109.4,11762117283,502719474.9,55822571.52,180977466,133698332.4,690956879.8,2441746.626,4649649.073,177365456.9,21665922.44,10840692474,2576077489,45875485.35,174072314.6,66136967.12,420367745,187488283.4,659025789.9,8395285756,121351306.4,27908233.33,1803041127,106140434.8,14014993455,76534256.14,177299580.6,52709886.03,140094816,79278490.64,2379415.995,1093198300,169921062.7,12124102.38,1015797904,105112486.8,2660453339,167728326.5,211763150.8,227286856.9,20997810.02,149871793.7,3969861.587,123275185.8,4341330005,3041158211,2594028587,172166670.9,163728443.9,1187491011,2272642267,7530356.534,8151891.539,659610533.1,283510052.6,65735638.55
Gene69,4225766.01,5080574.742,1240898.879,9951288.987,2612086.103,11775020.65,1710212.888,26683703.69,16755757.4,36382785.57,31271786.13,7606671.606,10495945.04,31390208.19,12355823.13,1092392.976,6459986.445,1720681.532,811972.1838,2036276.454,43828915.79,10619121.28,7945887.232,8720004.635,1741790.012,4242906.359,13025231.03,15812631.52,16811237.24,2812217.951,2326431.336,12173470.49,8882182.224,19421886.58,3092673.06,3349075.013,1190578.227,5250132.059,6822140.828,6905985.286,19969793.63,1369100.316,75371386.33,10806699.97,931133.3539,2790214.531,4568010.088,5713303.092,6493711.54,12191184.97,4088016.465,3276835.194,5722889.766,45554609.72,4410344.672,30068443.68,21645402.16,1714253.569,51903376.61,16539807.04,22576357.1,7888252.802,19774585.48,44318187.24,12308232.85,640139.8754,8889452.275,21124092.24,30249137.93,13619962.18,7359849.075,13580145.03,2537113.075,1997193.677,10395025.43,9263590.914,7794696.773,7191161.228,52008132.07,11439721.88,315972.2618,220945.72,1869489.886,59757.09733,213394.2579,456589.8746,266510.293,147053.293,132046.6701,3284042.869,238134.8326,104601.3729,136999.7235,290813.6491,170598.5642,30486.67732,1003074.385,565354.5992,27121.51935,46503.82122,173298.1004,115931.5943,266192.1621,713956.2532,42838.23995,281595.8373,109100.1096,212888.6256,959057.7888,30236.55772,39235.60186,354191.973,284677.4283,77955.60623,376121.5091,77537.83958,22881.27432,120844.8637,115448.2115,414347.9238,1394684.121,273115.3591,135790.7542,1049049.173,909935.6534,34195.5071,458889.1062,50977.46476,291442.9384,751363.5515,114778.9531,64606.93828,1739399.717,216119.0236,32484.51129,410377.7953,629084.6535,88423.0299,210746.5397,413601.3497,53123.12093,1822253.292,53457.95923,217622.6662,142910.9347,271778.2076,343050.6664,234832.4058,15644.91275,296781.6063,325514.7375,475664.4086,236602.2086,62136.93769,119231.4306,278070.7084,70911.27088,239641.3022,626351.1186,589103.6008,108019.188,733100.2616,14450.73678,10431.15281,224557.2124,277835.2155,1301240.409,453898.874,38806.6504,315443.5919,12514.64815,269907.93,685086.9902,415056.0984,758050.163,81902.20475,179309.3795,95027.57818,24947.00859,320335.6709,271478.3944,127595.3864,481620.5312,187753.8124,448241.0885,1546640.667,135679.2487,274250.9991,45272.77384,81553.20712,92291.82509,127899.7064
Gene70,101082878.8,17384031.81,55375234.29,83465362.53,16783883.55,49613818.19,6583761.698,14105068.57,63446948.73,26397371.92,3331355.938,43878687.04,11261545.63,14130771.34,22093063.34,17303290.52,25406726.89,34610586.78,10112077.4,16562014.36,22640049.93,3479246.024,6716243.842,33986224.61,609523648.2,62952245.42,115908411.3,100072237.7,18287315.2,7996921.072,7676483.217,16284454.87,43049106.35,18661071.83,21062792.21,27263150.67,89250835.36,1812077.418,15147405.38,4838862.881,76734151.69,295002188,18767255.98,10468983.53,108835611.2,170102406.3,10806585.82,1984639.345,2203796.015,81835433.85,15652833.69,57679732.93,11060505.91,46727987.67,5791429.875,66227638.2,56422601.62,34228334.83,38738060.57,91431848.64,206759743.8,55505751.24,35406911.64,128406222.2,11262373.99,12668018.19,37759107.11,562022281.7,21586200.24,60275840.31,54217202.07,10050311.96,25249559.15,43691431.68,46602131.91,8518364.467,31024696.2,79479165.5,18123306.04,62055964.01,2165478.505,550983.2913,213176.7526,883734.1766,1322343.081,253687.5534,788375.4664,5310823.425,1181961.034,1053591.122,687673.0911,664221.345,458479.1227,121762.8818,145276.1678,4952712.205,1621971.232,338115.6451,132992.0924,245645.2813,279683.7613,253886.9008,389556.1269,1011887.001,95005.43852,305642.5799,61540.67078,458029.4823,1007632.723,1405537.019,333122.1234,397523.6657,737768.1652,134216.382,134063.8327,194826.746,59543.36239,1376842.392,1221686.96,3789738.609,2932387.513,122318.9557,81273.19036,270879.2276,280820.2114,510848.5458,2741025.356,484884.426,5042715.782,904912.9485,280769.631,88995.48758,936130.4913,170355.1366,314553.215,91843.08889,483914.4667,1156657.236,484357.2611,134624.3191,734931.0287,636315.7575,348732.4211,266098.1331,207903.7029,220840.4483,60754.1964,134263.023,63936.44923,2376744.672,988924.3897,1426854.548,231943.318,1918638.614,638554.3034,187301.0162,4794643.43,47483.98425,1427740.949,2807046.195,541820.2242,983672.9108,349095.4355,728432.3818,1141420.724,334085.9999,553559.8085,200514.2057,269368.5346,310352.2504,1407668.387,420761.3712,2059653.045,57752.966,70032.33611,93563.60467,88739.18145,673092.33,24978.68513,26203.33174,5031282.852,1949629.32,192298.99,369167.9314,89312.04369,276588.7579,232771.0692,394209.2397,663390.1395,32178.41285,331378.363,442391.7677
Gene71,8741468.025,177263857,6610255.132,13338043.13,199815597.5,1352548.314,25469524.77,611715.4306,20947916.17,36028993.14,84402448.91,28692994.65,37227743.71,1942250.621,94434267.8,6520424.201,2397798.532,84887752.32,1199355.334,9949897.75,13978915.07,85216223.86,19634094.4,1257261.107,11567294.92,2916715.067,13854466.63,784067252.1,15051619.32,3099571.573,47529386.26,34006497.2,78460369.09,21539893.59,6957114.123,5036654.464,64919250.58,33993782.68,54363108.77,72404451.71,148918055.5,46120928.29,12113835.24,38164249.43,112679516.6,11962372.83,51959364.54,13022957.51,11205854.4,213036185.4,1353518.945,1087290.291,11213259.68,9746150.728,477735162.1,46033979.34,8343727.54,23987245.44,127004977.2,43437186.93,105939549.6,48644345.64,23188839.22,84618330.45,57557204.21,16330791.66,2916364.986,2193396.947,3888837.286,1945182291,85346398.82,12993224.55,2047946.364,64194484.38,44893625.49,34936723.69,38649721.68,42687889.76,4730727.227,6141548.709,42815873.01,7211673.311,150015656.5,11478545.75,11640989.49,17594483.12,95516247.84,38088456.48,50236244.1,16143077.04,12809913.96,32549961.93,239285393.2,34449626.57,146819930.5,61683534.67,8502295.036,24367197.52,60595042.14,73364444.74,127265148.1,972448659.1,121871410.9,25248880.34,9866774.761,34353006.3,14964426.28,20454206.05,55804242.8,25538244.89,64048516.53,61947765.8,29645158.86,4781454.673,97528872.23,17760725.98,1199209.42,4307505.478,2272650.95,204821547.2,51970884.36,5848114.112,22910867.56,8022547.816,203539327.7,386025620.8,70038087.92,32184883.91,122281839.8,332114876.2,60447619.57,743375624.4,6099450.538,52963268.7,2677778.562,24405959.45,16168493.59,22850386.55,5344875.065,25490055.8,15814309.62,445379087.6,1090468.817,252271035,19375399.73,29513771.76,12589435.71,22358392.96,311682588.6,18521044.95,44965252.52,64967760.88,81225701.68,4024841.432,11844057.25,39706088.11,16688436.98,2896859.08,90600869.91,1811041.968,1742859291,4117073.925,223703896.9,773315965,485758.0958,11591567.94,74458964.13,68053092.55,312760948.9,73322660.51,1356867.638,15785969.75,36948593.4,2450021.837,125969174.8,78977104.58,91162862.59,38259828.31,132247332.8,21270411.18,10572466.04,3136997.626,8688259.247,3393153.144,11332394.3,87263074.42,26739184.48,33502905,13766071.05,260600290.3,3686741.262,309619948.6
Gene72,149.7328268,442.3784845,76.50276051,242.9463829,249.5146883,137.819612,252.3428762,316.6274878,199.5883124,69.49026243,92.24452526,131.7763758,199.3071867,107.5524686,223.5033698,81.72348203,214.079834,148.1138018,29.09278647,97.54648374,110.2738364,914.8329598,252.0822958,98.56276928,69.69897163,170.9059984,159.6799589,335.1348326,204.0800245,155.9100294,144.9578159,241.0733188,431.7936603,70.89505566,255.834602,170.7448827,70.42722276,142.246733,79.76118171,105.2955313,176.9092251,171.8536674,332.4565384,365.7793707,71.64721241,420.5451982,66.30011973,96.37763194,159.1805989,170.9462076,955.7387831,150.9243302,72.34202676,66.52031193,128.6179593,258.3939238,186.049335,88.55687161,582.3092517,120.0758267,413.028226,293.7938086,55.11222485,150.5695736,75.75540493,162.4017043,293.7973441,89.26730285,51.97018753,148.9074989,168.4033897,300.5236786,198.8207699,71.96099052,205.4044994,1021.888661,39.26229281,80.16618954,125.6477991,300.3578336,15286.73036,2029.550212,21565.53415,8669.715877,18217.52116,9994.610797,17716.23618,6948.18205,7092.88197,10202.70305,4028.83533,4508.903578,17670.05666,5573.28655,2836.79398,15991.61033,10159.32133,4142.668426,6152.381419,5970.664937,4600.438005,12062.46371,3771.438984,25824.95352,5482.044368,12386.12283,12887.44468,1673.578202,20807.08498,8686.424667,47985.80588,1262.107517,1982.675229,6658.478202,15731.38435,1693.925658,4810.554374,11051.62603,17502.69341,21919.56658,4539.251298,3003.139844,5728.292103,3614.57229,15119.22366,4077.172643,9626.490833,4780.09113,2540.397367,3301.497725,4719.837523,14191.6692,8655.371428,7081.694596,5491.942319,4493.078789,1195.32744,3547.120186,22800.27487,7487.121168,3879.007646,15458.52361,5461.353803,13333.0197,3151.487589,46500.97932,12388.62142,4268.007392,7350.09888,26083.62757,7089.695624,21686.60717,2919.197542,12123.48462,28643.05589,3926.181153,13935.95541,15203.64005,4406.23852,6433.161418,8428.390382,10353.60779,10606.95498,3627.837933,15587.94164,3138.35243,5461.041852,8452.731519,26574.9004,7198.103543,37484.82095,8115.762074,11332.11293,11616.52495,30091.9334,10285.37582,8799.229525,26561.73279,1699.551653,7667.934398,3401.576722,14297.18776,3751.152359,2516.75859,15633.63427,20458.09348,9467.447516,18774.03352,5273.380125,4566.299406,86079.55785,2074.00607
Gene73,14488574295,7308363865,723512885.2,3349825673,4966483596,56467567714,2368501548,31050632711,1488252509,12524709271,312515959.2,2810483480,10430446095,9401986528,1844086807,3713649960,619308088.6,2064040240,25672098094,370933764.9,541201668.8,63628481234,1210815885,7886283105,32601254461,13557054.09,232515072.2,15452366398,6968884333,570682001.9,1921025818,440226494.1,8768388775,1756557248,231849380.6,18704532086,289958082.8,5600344024,3718194444,4287779793,405722248.2,9003668681,348091425.9,5942007164,531062618.4,95146175.37,18809911599,1105280352,480441068.2,5398172448,1989971182,2775734456,2574155829,7607217921,70458854474,1440719549,87310259594,851084705.1,2366450257,766135358.2,7294970562,2564132579,92534742786,4156508068,4484036319,811642123.9,91441058.05,931870211.2,2786126194,3101553067,57561260143,5739386600,7757692344,478126487.2,1941222078,4081354633,4580196974,5812071490,6333200528,738059198.9,86429064.82,30400002.05,9832689.369,262342725.1,328964914.4,75291620.83,347785972.2,34019251.45,65241516.51,173958351.9,9898714.764,1153837209,113428666.3,34488800.68,1095331889,49196589.88,43794358.34,903942653.5,615211914.8,205625346.7,29186445.68,61400199.98,290018508.8,26030498.49,95144133.23,47369761.23,294840278.8,441861677,41651048.13,16808586.47,10060676.71,38431790766,197161237.4,12258917.16,69197595.79,51256845.02,303924687.9,221146615.6,2782083.47,128073885,191077291.7,267101813,1040234.628,42077065.12,17182257.7,36842617.53,190862575.1,41532639.47,391499553.8,167083750.8,209785841.5,12594002.84,70930051.23,117157142.1,38524819.32,116502983.2,879666813.7,33968743.49,59139983.78,6969478.55,351683719.9,226366263,1036975649,2270545.499,38137791.33,108181141.1,351524483.3,262552930.9,20287147.63,23407730.46,6133448.804,105291485.6,64416352.34,4499866.154,1243194540,24835984.67,55822590.3,368611009.6,19070751.94,242429368.7,153332521.1,200123833.8,137568755.5,55021114.63,2232156.582,750697990.6,3965033253,81988826.46,15121871.84,128341039.8,28586693.53,16600063.26,18344860.59,23494212.63,10951064.32,4785412.669,30576399.98,256486751.2,291401003.3,76518214.99,1221670690,29156870.17,31855101.45,35248922.32,94831184.2,79421808.04,342759813.9,99042814.16,195097134.5,1451331054,17744535.66,25206123.59
Gene74,769971050.3,172412140.5,39270962.38,624760404.1,250997631.5,9000340.691,110811102,148292466.3,3453865460,55068106.63,302920327.1,2753413177,98972526.59,1268109368,164789073.3,366728028.6,33070682.96,136793523.4,786312083.4,2583448923,632649481.4,13245146660,194351300.8,14587650.07,136742508.4,2535911161,1435550687,99143594.6,4022973797,42763041.71,28590479.67,4941831162,136347468,5695409772,309337783.2,254393974.4,2109480412,256516788.5,1133103315,1023375570,276859846.6,8791193.163,645476124.4,4711197616,63348662.52,972310196.2,689635442.6,2919007261,3994700545,763630775.1,178335680.6,304589868.5,470078575.7,40006633.9,76992867.36,385978730.8,1830945683,1451462536,706146750.5,83522256.16,878773060,181517135,171628271.6,152707291.1,138527733.5,43384818.89,38751978.49,170921127.1,538664168.6,56837558.34,668042314.7,167797608.1,1064983814,80559960.96,4410002273,414327681.2,1084225372,446125945.2,3162127693,11125440358,31665007.74,11747753.35,3239967.989,15479911.81,11063490.77,5056154.035,2836035.76,5860097.969,13633349.83,9133998.495,25614875.6,9292070.069,891764.7931,8759258.268,26146447.29,5457284.233,29736801.89,1778225.23,198550486,3872550.606,4764257.307,155845766.7,656411735.5,9129602.971,65395632.41,33622045.07,549295.3588,4017380.094,254864184.9,2102833.369,1382558.657,21443092.37,3483385.434,5528155.365,2503866.953,5621748.176,4839137.08,7457114.609,44029861.36,913965.3436,4353556.08,2030660.413,71771680.75,43472737.58,4486078.674,195676186.3,9009486.462,94453266.56,2211939.326,4135406.257,26257498.49,989654.5557,30207348.26,2375656.698,242865436.6,6628208.672,6151701.818,3074165.353,8892171.162,4263380.265,7677362.777,4297484.304,8991725.742,11597231.37,42955189.15,10704972.09,93245545.91,12409618.13,21093994.37,9040217.534,371034.6531,823594632,2271777.538,3240269.193,17180508.27,1400590.677,1757201.347,284831.1153,44318524.89,3705864.167,26109753.81,15073628.61,8210421.082,2176195.237,5620432.925,14281566.19,416940.0723,6929056.345,3496267.108,23211068.53,7632068.092,8438527.432,9902410.246,425029.2171,56433868.72,3343638.645,2029501.36,9091597.813,4988368.651,964406.4065,15994845.66,2411619.447,6701500.879,82187235.51,4451485.672,42075519.65,9969079.044,2386953.138,5378738.115,769508.1114,3569730.684,66196330.03
Gene75,40614184.38,78483748,12688246.9,2784976.686,6624720.296,4744251.128,55413849.29,26614282.12,20683118.3,5313367.015,171288159.5,267069408.3,90501687.05,557025198.3,73869609.45,114978498.1,249248907.7,43696750.36,249002594.1,37592578.23,78902853.78,28584604.64,303444608.3,33973140.87,210144282.3,12280050.62,541668172,208963310.3,93264596.91,1048055398,128150583.4,49727289.02,225081332.5,24198703.11,13973388.6,23369165.02,164847884.8,163868388.4,53980758.98,44736509.41,134443419.5,8128302.944,192648281.1,32890844.99,47061078.89,24269488.41,16043420.81,982924785.3,2290029382,3418543.742,99656033.73,113770185.7,111846750.8,146545517.4,36621063.64,91917444.41,3553498.654,1062031363,53410359.91,100861426.9,9173638.47,132407424.6,104289560.7,48654132.02,41596909.38,79726679.55,344626449.4,81103463.08,2709537.411,118666351.6,139424786.1,101329447.2,202112984.2,49827756.72,72846211,71422421.47,29264025.33,348738597.2,460801657.6,27115087.77,529400.7627,823916.8034,5187715.239,1751024.647,766659.0278,1524854.03,1121193.666,201529.0927,7022584.97,2675445.477,41085.72904,426287.4293,7389847.641,1135243.63,752925.6228,763818.5666,3429339.491,987862.021,558464.8703,1429828.035,6450439.475,2255439.744,2690335.799,800893.6765,976687.7304,42624207.08,960288.038,5193435.633,16948072.78,52749895.45,14671204.02,1059984.99,1298955.59,325859.9682,4776164.7,605756.6687,373351.0878,264401.363,567708.8021,4859115.095,147263.1211,38560.1609,573215.8538,20916749.47,279515.8832,360301.5076,56322.06587,1792164.158,392676.7983,696097.738,624885.3464,970209.1118,50641.83908,115164.0693,131063.1665,986609.3527,4096097.824,5473689.702,4624388.196,331249.0108,247395.4304,462587.5676,3900363.668,1321825.147,967769.3267,124776.1061,662432.0757,203529.9655,1499794.991,1520307.018,464630.6787,2967144.447,5459847.927,963299.7061,3537680.424,5643036.745,447121.8238,1453463.912,212744.8689,203889.4532,3260495.256,2189565.526,1137230.975,1225904.31,996434.4659,11374351.79,846756.4279,734511.2234,1094929.485,798285.0122,1048288.103,1238606.701,420837.9033,794962.9592,1841069.248,998214.2448,596467.9402,403350.1101,231654.2394,1227428.331,38657986.15,3114464.235,627899.0804,377077.2539,1603942.288,245384.3893,7383959.749,4998841.894,858595.4744,1949810.581,957485.5789,791039.0875
Gene76,171.0162843,5584.08274,1208.55433,1388.755443,3425.463894,148.1027153,2542.381323,2978.37649,259.8097076,1299.158695,3312.74995,1286.265616,148.5879511,319.0502455,2220.897638,2520.034579,351.2846194,640.9720972,1282.240655,657.1914968,423.1270316,9913.324289,561.2775002,628.8567421,862.1363271,730.443393,1400.915131,1212.518913,10116.78382,2055.754123,5291.855886,425.7474165,1115.216221,2172.690199,1029.002859,991.9714175,5735.556249,1974.217069,3759.439663,1820.536084,685.7122472,67.42820881,539.553745,3180.774847,342.6312686,1399.799047,962.0163748,522.086246,618.1833445,4864.56398,2014.951608,825.4187477,601.3127825,2307.699877,1651.88297,281.1965233,1608.633112,533.8466017,581.6548522,651.4285585,1688.908217,2880.567712,13900.13577,9375.805637,512.6568484,602.2678518,338.8275716,195.9661493,4204.195757,5656.727503,2136.05769,7813.041645,368.4387601,4252.37377,277.394559,964.9562751,3403.101355,3483.490554,2095.020081,6356.113948,50221.13341,21050.3966,44850.76414,119393.7433,154157.5975,34189.89147,13148.74233,96318.63247,120807.6548,44151.40685,44397.32267,32039.7251,2723.970665,130636.9517,9078.031232,26733.34019,92417.5423,326017.366,28127.64514,171305.59,336112.5588,58684.52381,79127.49051,41685.12438,77188.21138,30140.87623,30783.98824,70376.42573,83556.6056,164039.4071,43831.85679,67742.26386,39929.49929,138716.5871,198309.7468,34850.82684,103701.0549,13201.00432,198345.3584,130691.1663,29354.61892,10278.93243,72310.63062,47025.20547,43689.48131,25340.19187,125587.5951,27650.99267,18850.34534,39644.22062,34223.92427,13113.49677,197882.4132,313633.2797,252608.4505,10343.05788,191294.0037,22467.194,86923.42116,14405.1321,149319.886,183592.8827,21018.21779,142600.4794,22454.01861,78708.22612,5648.616085,71941.84711,249334.4264,36883.7906,42011.32256,236992.0574,109409.6434,154106.5578,306893.301,73148.83483,19003.63867,17420.81561,78414.3339,347732.9841,164492.0183,177777.7294,46557.26582,73870.47793,294589.8235,54268.17224,360384.158,102352.2468,265625.5134,161716.2077,68692.96792,209269.8552,75915.75395,511996.3028,151585.1605,678456.0559,40752.46432,283756.5202,33650.267,241429.2564,182906.5028,10941.48571,235921.5487,20923.45176,62365.50568,27872.20891,41493.71977,46513.00671,27244.81432,48148.70266,40581.8892,124961.0921
